article,word_count,non_stopword_count,non_stopword_percentage,stopword_count,stopword_percentage,avg_word_length,avg_sent_length,paragraph_count,common_words,readability_score
Hawaiian_Goose,450,302,0.6711111111111111,148,0.3288888888888889,4.428888888888889,128.6315789473684,22,"[('goose', 7), ('nēnē', 6), ('hawaiian', 5), ('branta', 5), ('species', 5), ('birds', 4), ('hawai', 4), ('sandvicensis', 3), ('neck', 3), ('reduced', 3)]",63.59
Ankylosaurus,1746,1136,0.6506300114547537,610,0.34936998854524626,4.752577319587629,134.97260273972603,39,"[('ankylosaurus', 30), ('tail', 10), ('found', 9), ('magniventris', 8), ('large', 8), ('skull', 8), ('also', 8), ('plates', 7), ('dinosaurs', 6), ('species', 6)]",54.22
Andriyivskyy_Descent,1898,1229,0.6475237091675448,669,0.35247629083245524,4.519494204425711,137.21621621621622,45,"[('church', 25), ('descent', 23), ('andrew', 15), ('kiev', 14), ('bulgakov', 13), ('house', 13), ('andriyivskyy', 12), ('castle', 12), ('street', 12), ('century', 11)]",61.56
Supermarine_Spitfire,5035,3456,0.6863952333664349,1579,0.31360476663356507,4.510824230387289,162.61676646706587,102,"[('spitfire', 68), ('air', 49), ('spitfires', 35), ('force', 29), ('aircraft', 27), ('raf', 22), ('fighter', 19), ('war', 17), ('wing', 16), ('pilots', 13)]",59.13
Carl_Jung,6073,3961,0.6522311872221307,2112,0.34776881277786925,4.647785279104232,143.15677966101694,137,"[('jung', 147), ('unconscious', 38), ('freud', 28), ('jungian', 26), ('life', 23), ('one', 20), ('shadow', 18), ('isbn', 17), ('psychology', 16), ('world', 14)]",51.78
Fine_art,557,370,0.6642728904847397,187,0.3357271095152603,4.36983842010772,161.33333333333334,18,"[('art', 21), ('fine', 16), ('arts', 14), ('visual', 4), ('including', 4), ('term', 4), ('often', 3), ('schools', 2), ('wikipedia', 2), ('forms', 2)]",47.93
Arithmetic,1961,1328,0.6772055073941866,633,0.3227944926058134,4.311575726670067,174.08196721311475,54,"[('arithmetic', 25), ('number', 20), ('numbers', 20), ('addition', 20), ('multiplication', 11), ('subtraction', 10), ('one', 9), ('decimal', 8), ('division', 8), ('operations', 7)]",46.71
Taj_Mahal,7182,4616,0.6427179058758006,2566,0.35728209412419937,4.457393483709273,129.69932432432432,216,"[('taj', 100), ('mahal', 93), ('tomb', 45), ('shah', 32), ('marble', 30), ('jahan', 30), ('dome', 27), ('mughal', 26), ('design', 26), ('garden', 24)]",58.92
Social_capital,3913,2467,0.6304625606951189,1446,0.36953743930488114,4.713263480705341,162.0820895522388,65,"[('social', 117), ('capital', 107), ('society', 32), ('civil', 19), ('groups', 17), ('concept', 15), ('term', 15), ('networks', 14), ('putnam', 13), ('community', 12)]",38.86
Nepal,5414,3694,0.6823051348356114,1720,0.3176948651643886,4.500184706316956,125.3,75,"[('nepal', 81), ('king', 22), ('government', 21), ('india', 20), ('nepalese', 20), ('nepali', 19), ('country', 15), ('people', 14), ('region', 13), ('monarchy', 12)]",63.29
Book_of_Common_Prayer,5642,3305,0.5857851825593761,2337,0.4142148174406239,4.505848989719958,175.1387283236994,81,"[('book', 106), ('prayer', 79), ('church', 46), ('common', 32), ('england', 24), ('communion', 20), ('english', 19), ('use', 16), ('service', 16), ('revision', 16)]",54.56
African_Buffalo,520,368,0.7076923076923077,152,0.2923076923076923,4.503846153846154,126.3913043478261,19,"[('buffalo', 13), ('african', 5), ('caffer', 4), ('cape', 4), ('lions', 4), ('syncerus', 3), ('found', 3), ('wikipedia', 2), ('related', 2), ('century', 2)]",56.25
Luminiferous_aether,5088,3085,0.6063286163522013,2003,0.39367138364779874,4.59060534591195,179.17532467532467,74,"[('aether', 82), ('light', 59), ('medium', 29), ('theory', 23), ('would', 22), ('relativity', 20), ('experiment', 20), ('earth', 16), ('speed', 16), ('one', 15)]",43.66
Chicago,9781,6688,0.6837746651671608,3093,0.31622533483283916,4.626520805643595,158.39710144927537,163,"[('chicago', 270), ('city', 129), ('side', 55), ('south', 48), ('park', 41), ('also', 41), ('north', 38), ('university', 34), ('population', 33), ('area', 30)]",52.6
Giza_pyramid_complex,802,539,0.672069825436409,263,0.327930174563591,4.639650872817955,200.4090909090909,25,"[('pyramid', 24), ('giza', 17), ('pyramids', 11), ('great', 9), ('necropolis', 6), ('ancient', 6), ('khufu', 6), ('complex', 4), ('part', 4), ('enlarge', 4)]",55.27
Lyme_disease,9846,6519,0.662096282754418,3327,0.33790371724558194,4.908287629494211,156.23180592991915,146,"[('lyme', 167), ('disease', 146), ('patients', 61), ('treatment', 59), ('chronic', 48), ('infection', 42), ('burgdorferi', 42), ('tick', 40), ('symptoms', 32), ('borrelia', 30)]",43.63
Humour,2088,1332,0.6379310344827587,756,0.3620689655172414,4.477011494252873,147.11688311688312,62,"[('humour', 45), ('jokes', 10), ('people', 7), ('often', 7), ('humorous', 6), ('comedy', 6), ('situation', 6), ('funny', 6), ('lawyer', 6), ('form', 5)]",49.35
Imperative_programming,998,654,0.655310621242485,344,0.34468937875751504,5.006012024048096,145.7,20,"[('imperative', 22), ('programming', 22), ('languages', 22), ('statements', 12), ('language', 9), ('computer', 8), ('sequence', 5), ('complex', 5), ('first', 5), ('released', 5)]",43.53
Brain,4903,3172,0.6469508464205589,1731,0.35304915357944117,4.824189271874363,123.52888888888889,112,"[('brain', 151), ('neurons', 27), ('system', 25), ('vertebrates', 16), ('matter', 16), ('brains', 15), ('human', 15), ('also', 15), ('disease', 15), ('cortex', 13)]",44.24
Coconut,3072,2005,0.6526692708333334,1067,0.3473307291666667,4.281901041666667,123.5923076923077,69,"[('coconut', 87), ('used', 26), ('coconuts', 22), ('palm', 19), ('also', 16), ('tree', 13), ('water', 13), ('husk', 11), ('fruit', 10), ('enlarge', 9)]",60.45
Tern,1017,815,0.8013765978367748,202,0.19862340216322516,4.8053097345132745,271.5652173913044,33,"[('tern', 55), ('sterna', 19), ('terns', 18), ('genus', 11), ('chlidonias', 10), ('sternula', 9), ('thalasseus', 8), ('genera', 6), ('anous', 6), ('onychoprion', 6)]",40.92
Wars_of_the_Roses,6912,4450,0.6438078703703703,2462,0.35619212962962965,4.36646412037037,174.03333333333333,96,"[('henry', 88), ('edward', 72), ('york', 49), ('richard', 48), ('battle', 48), ('king', 35), ('warwick', 34), ('lancastrian', 32), ('margaret', 29), ('yorkist', 26)]",52.73
Davis_Cup,2868,2531,0.8824965132496513,337,0.11750348675034868,4.4177126917712695,376.5853658536585,41,"[('united', 170), ('states', 153), ('australia', 112), ('france', 45), ('sweden', 34), ('great', 21), ('britain', 21), ('kingdom', 17), ('davis', 16), ('spain', 16)]",55.51
Great_Tit,505,329,0.6514851485148515,176,0.3485148514851485,4.223762376237624,114.8695652173913,22,"[('tit', 6), ('birds', 6), ('white', 6), ('great', 5), ('species', 5), ('tits', 5), ('bird', 4), ('parus', 3), ('major', 3), ('asia', 3)]",72.16
Wave–particle_duality,2574,1627,0.6320901320901321,947,0.3679098679098679,4.7622377622377625,166.8505747126437,61,"[('light', 33), ('wave', 19), ('theory', 14), ('quantum', 13), ('waves', 12), ('particles', 11), ('particle', 11), ('de', 10), ('broglie', 10), ('diffraction', 10)]",40.48
Jean_Charles_de_Menezes,6687,4192,0.6268879916255421,2495,0.3731120083744579,4.523702706744429,148.15573770491804,146,"[('police', 81), ('menezes', 76), ('shooting', 38), ('officers', 36), ('ipcc', 27), ('shot', 22), ('said', 21), ('stockwell', 19), ('later', 19), ('metropolitan', 18)]",56.59
Local_community,351,236,0.6723646723646723,115,0.32763532763532766,5.076923076923077,138.86666666666667,15,"[('community', 9), ('local', 7), ('among', 4), ('people', 3), ('may', 3), ('see', 3), ('wikipedia', 2), ('shared', 2), ('theoretical', 2), ('society', 2)]",36.18
Music_of_Spain,3566,2521,0.7069545709478408,1045,0.2930454290521593,4.631800336511498,143.30434782608697,84,"[('music', 62), ('de', 30), ('also', 23), ('spain', 21), ('popular', 20), ('spanish', 17), ('la', 14), ('folk', 14), ('musical', 13), ('known', 13)]",49.55
Terik,732,467,0.6379781420765027,265,0.3620218579234973,4.64207650273224,117.76470588235294,18,"[('terik', 31), ('nandi', 12), ('language', 7), ('people', 6), ('kalenjin', 5), ('luhya', 5), ('elgon', 5), ('languages', 5), ('among', 4), ('related', 3)]",53.51
Bernard_Hinault,1777,1262,0.7101857062464828,515,0.28981429375351714,4.154755205402363,184.73469387755102,37,"[('tour', 32), ('hinault', 29), ('de', 24), ('france', 23), ('race', 10), ('stages', 9), ('lemond', 8), ('team', 7), ('stage', 7), ('also', 7)]",63.43
Hickman's_potentilla,1768,1202,0.6798642533936652,566,0.3201357466063348,4.9457013574660635,156.9090909090909,37,"[('species', 24), ('potentilla', 18), ('hickman', 17), ('monterey', 16), ('california', 12), ('county', 11), ('endangered', 9), ('coastal', 9), ('protection', 8), ('millimeters', 8)]",42.92
Eris_(dwarf_planet),3265,2166,0.6633996937212864,1099,0.3366003062787136,4.330781010719755,149.09565217391304,70,"[('eris', 53), ('planet', 21), ('object', 21), ('pluto', 20), ('name', 18), ('km', 16), ('objects', 15), ('discovery', 14), ('surface', 14), ('team', 13)]",52.6
Intelligence,2007,1355,0.6751370204285002,652,0.32486297957149973,4.9157947184853015,153.5921052631579,38,"[('intelligence', 64), ('g', 17), ('cognitive', 14), ('ability', 14), ('factor', 14), ('tests', 12), ('iq', 11), ('general', 9), ('see', 9), ('abilities', 8)]",34.36
Margaret_Sanger,3232,2072,0.6410891089108911,1160,0.3589108910891089,4.590346534653466,171.26923076923077,55,"[('sanger', 56), ('control', 39), ('birth', 35), ('women', 14), ('eugenics', 13), ('also', 13), ('new', 10), ('abortion', 10), ('margaret', 9), ('would', 8)]",47.42
Bretton_Woods_system,11087,7058,0.6366014250924507,4029,0.3633985749075494,4.755298998827455,170.18648648648647,249,"[('system', 87), ('gold', 83), ('international', 76), ('bretton', 69), ('woods', 68), ('world', 64), ('economic', 59), ('would', 57), ('currency', 50), ('dollar', 50)]",52.39
Glastonbury_Festival,3415,2179,0.6380673499267936,1236,0.36193265007320646,4.517130307467057,141.43076923076924,61,"[('festival', 93), ('year', 25), ('glastonbury', 24), ('site', 22), ('also', 17), ('stage', 17), ('first', 14), ('many', 13), ('farm', 13), ('pyramid', 12)]",57.5
Oxygen,3499,2412,0.6893398113746785,1087,0.3106601886253215,4.338953986853387,171.44915254237287,75,"[('oxygen', 110), ('gas', 19), ('pressure', 17), ('water', 14), ('partial', 13), ('pressures', 13), ('due', 12), ('liquid', 11), ('normal', 11), ('atomic', 9)]",54.02
Gerald_Ford,6912,4626,0.6692708333333334,2286,0.3307291666666667,4.537181712962963,149.55731225296444,120,"[('ford', 186), ('president', 65), ('nixon', 33), ('house', 23), ('gerald', 22), ('pardon', 19), ('former', 18), ('vice', 17), ('republican', 17), ('carter', 16)]",53.1
Antarctic_Treaty_System,1683,1220,0.7248960190136661,463,0.27510398098633393,4.953060011883541,312.175,94,"[('treaty', 25), ('antarctic', 22), ('antarctica', 21), ('claim', 14), ('article', 12), ('international', 9), ('united', 9), ('nations', 9), ('signatory', 9), ('south', 8)]",32.57
John_Locke,3804,2502,0.6577287066246057,1302,0.3422712933753943,4.464248159831756,127.11320754716981,76,"[('locke', 82), ('property', 19), ('money', 19), ('government', 17), ('theory', 17), ('john', 15), ('political', 14), ('natural', 13), ('also', 13), ('press', 13)]",52.29
"Martin_Luther_King,_Jr.",8568,5488,0.6405228758169934,3080,0.35947712418300654,4.500233426704015,163.33333333333334,124,"[('king', 186), ('rights', 41), ('ray', 37), ('civil', 35), ('march', 33), ('martin', 24), ('luther', 24), ('movement', 20), ('american', 20), ('would', 19)]",50.46
Six-party_talks_concerning_North_Korea's_nuclear_program,2249,1668,0.7416629613161405,581,0.2583370386838595,4.761227212094264,282.4583333333333,42,"[('korea', 62), ('north', 39), ('affairs', 36), ('flag', 35), ('republic', 26), ('people', 25), ('foreign', 25), ('talks', 23), ('nuclear', 22), ('states', 19)]",25.87
Coot,526,410,0.779467680608365,116,0.22053231939163498,4.629277566539924,177.23529411764707,28,"[('fulica', 31), ('coot', 23), ('species', 5), ('eurasian', 4), ('birds', 3), ('genus', 3), ('americana', 3), ('rails', 3), ('see', 3), ('also', 3)]",50.46
Nintendo_Entertainment_System,6262,4278,0.6831683168316832,1984,0.31683168316831684,4.587991057170234,177.08040201005025,68,"[('nintendo', 98), ('nes', 83), ('game', 55), ('famicom', 48), ('cartridge', 40), ('system', 38), ('console', 37), ('controllers', 28), ('released', 27), ('video', 25)]",47.72
Beet,1760,1202,0.6829545454545455,558,0.3170454545454545,4.449431818181818,102.61290322580645,50,"[('beet', 26), ('beetroot', 20), ('vulgaris', 15), ('beets', 13), ('beta', 11), ('leaves', 11), ('red', 11), ('used', 9), ('sugar', 8), ('subsp', 7)]",56.35
New_York_City,7990,5480,0.685857321652065,2510,0.3141426783479349,4.478598247809762,155.98540145985402,125,"[('city', 205), ('new', 172), ('york', 141), ('united', 42), ('states', 39), ('largest', 33), ('world', 33), ('manhattan', 31), ('american', 26), ('major', 25)]",58.52
Space_Shuttle_Endeavour,1300,991,0.7623076923076924,309,0.2376923076923077,4.967692307692308,243.40625,33,"[('endeavour', 34), ('space', 30), ('shuttle', 19), ('mission', 14), ('orbiter', 12), ('first', 10), ('international', 10), ('station', 10), ('assembly', 7), ('experiments', 7)]",37.34
John_Dee,3582,2241,0.6256281407035176,1341,0.3743718592964824,4.467057509771077,143.88636363636363,60,"[('dee', 99), ('kelley', 16), ('john', 12), ('mathematics', 12), ('character', 10), ('life', 9), ('many', 9), ('one', 8), ('time', 8), ('edward', 8)]",49.96
Eifel_Aqueduct,3510,2169,0.617948717948718,1341,0.382051282051282,4.507122507122507,120.73885350318471,81,"[('aqueduct', 82), ('water', 40), ('roman', 25), ('eifel', 23), ('construction', 21), ('city', 14), ('cologne', 14), ('building', 14), ('springs', 13), ('near', 13)]",61.67
Three_Gorges_Dam,4017,2580,0.6422703510082151,1437,0.3577296489917849,4.697037590241473,179.488,89,"[('dam', 73), ('gorges', 23), ('three', 22), ('chinese', 20), ('project', 19), ('china', 17), ('construction', 17), ('power', 17), ('government', 14), ('river', 13)]",46.81
Akkadian_Empire,1231,808,0.6563769293257514,423,0.3436230706742486,4.476848090982941,152.48837209302326,32,"[('akkadian', 13), ('sargon', 13), ('empire', 12), ('bc', 11), ('king', 8), ('period', 6), ('people', 6), ('armeni', 6), ('mesopotamia', 5), ('akkad', 5)]",56.29
Bette_Davis,8672,5485,0.6324953874538746,3187,0.3675046125461255,4.351937269372693,155.24398625429552,111,"[('davis', 162), ('film', 65), ('hollywood', 26), ('career', 26), ('one', 26), ('actress', 25), ('academy', 24), ('award', 23), ('films', 22), ('performance', 20)]",56.69
Indian_Ocean,1940,1373,0.7077319587628866,567,0.2922680412371134,4.489175257731959,124.67469879518072,41,"[('ocean', 44), ('indian', 28), ('india', 18), ('south', 16), ('sea', 14), ('southern', 11), ('africa', 10), ('east', 10), ('world', 8), ('australia', 8)]",60.85
Tel_Aviv,3153,2292,0.7269267364414843,861,0.2730732635585157,4.280050745321915,155.9217391304348,79,"[('tel', 106), ('aviv', 102), ('israel', 21), ('city', 19), ('enlarge', 16), ('jaffa', 14), ('israeli', 14), ('central', 12), ('club', 11), ('north', 10)]",59.03
England,10274,6766,0.6585555771851275,3508,0.3414444228148725,4.5012653299591205,159.1907514450867,269,"[('england', 197), ('english', 90), ('london', 42), ('kingdom', 42), ('national', 34), ('britain', 32), ('also', 32), ('language', 28), ('largest', 26), ('united', 24)]",49.15
Philip_II_of_Spain,3803,2457,0.6460688929792269,1346,0.3539311070207731,4.561135945306337,185.86725663716814,63,"[('philip', 74), ('spain', 26), ('ii', 23), ('spanish', 21), ('portugal', 16), ('king', 15), ('france', 13), ('would', 13), ('also', 12), ('holy', 11)]",53.34
Carrot,1615,1111,0.6879256965944273,504,0.31207430340557274,4.460061919504644,133.955223880597,54,"[('carrots', 40), ('carrot', 33), ('cultivars', 15), ('mg', 11), ('orange', 9), ('vitamin', 7), ('vegetable', 7), ('colour', 7), ('also', 7), ('often', 7)]",53.92
Australian_Ringneck,936,662,0.7072649572649573,274,0.29273504273504275,4.857905982905983,162.68571428571428,35,"[('subspecies', 16), ('ringneck', 14), ('species', 13), ('zonarius', 12), ('semitorquatus', 11), ('western', 8), ('australia', 8), ('australian', 7), ('barnardius', 7), ('green', 6)]",56.25
Special_relativity,7051,4694,0.6657211743015176,2357,0.3342788256984825,4.107786129627003,155.63876651982378,218,"[('relativity', 58), ('special', 41), ('frame', 41), ('time', 34), ('mass', 33), ('light', 32), ('energy', 30), ('one', 30), ('pmatrix', 26), ('speed', 24)]",48.84
Michael_Woodruff,2282,1470,0.6441717791411042,812,0.3558282208588957,4.750219106047327,126.57425742574257,50,"[('woodruff', 63), ('university', 15), ('research', 13), ('rejection', 13), ('medical', 11), ('transplant', 11), ('edinburgh', 11), ('royal', 9), ('melbourne', 9), ('surgery', 9)]",52.49
Cubism,947,626,0.6610348468848997,321,0.33896515311510034,4.8627243928194295,154.57142857142858,26,"[('cubism', 23), ('cubist', 10), ('art', 9), ('czech', 9), ('braque', 8), ('prague', 7), ('republic', 6), ('movement', 6), ('artists', 6), ('new', 5)]",49.65
Biosphere,1109,759,0.6844003606853021,350,0.3155996393146979,4.7466185752930565,167.35135135135135,35,"[('biosphere', 28), ('earth', 14), ('life', 11), ('meters', 9), ('terrestrial', 5), ('planet', 5), ('surface', 5), ('sea', 5), ('see', 5), ('live', 5)]",44.03
Diamond_cut,5771,3771,0.6534396118523653,2000,0.34656038814763473,4.503725524172587,147.27142857142857,78,"[('cut', 103), ('diamond', 83), ('facets', 56), ('cuts', 54), ('brilliant', 39), ('pavilion', 35), ('round', 31), ('crown', 31), ('angle', 28), ('girdle', 28)]",50.57
Coconut_crab,2835,1766,0.6229276895943563,1069,0.37707231040564376,4.393650793650794,123.85950413223141,52,"[('coconut', 78), ('crab', 53), ('crabs', 34), ('also', 18), ('islands', 15), ('water', 12), ('hermit', 10), ('coconuts', 10), ('use', 10), ('however', 10)]",59.94
Gibraltar,5390,3570,0.6623376623376623,1820,0.33766233766233766,4.639703153988869,145.3816425120773,127,"[('gibraltar', 142), ('spain', 36), ('rock', 33), ('british', 30), ('spanish', 30), ('government', 18), ('sovereignty', 16), ('gibraltarians', 14), ('enlarge', 12), ('uk', 11)]",52.29
Hurricane_John_(1994),1866,1325,0.710075026795284,541,0.289924973204716,4.584137191854234,178.8421052631579,31,"[('john', 56), ('hurricane', 35), ('pacific', 33), ('tropical', 18), ('central', 15), ('miles', 14), ('category', 13), ('storm', 12), ('august', 11), ('islands', 10)]",44.48
American_Civil_War,13875,9258,0.6672432432432432,4617,0.33275675675675676,4.652324324324324,160.31171548117155,230,"[('war', 109), ('union', 105), ('states', 98), ('confederate', 70), ('slavery', 70), ('south', 67), ('lincoln', 55), ('confederacy', 48), ('north', 46), ('lee', 41)]",50.06
Hubble_Space_Telescope,8902,5650,0.6346888339698944,3252,0.3653111660301056,4.814985396540103,178.93639575971733,167,"[('telescope', 114), ('hubble', 113), ('space', 70), ('mission', 53), ('would', 37), ('mirror', 36), ('nasa', 35), ('servicing', 34), ('time', 33), ('data', 30)]",46.91
Introduction_to_special_relativity,3968,2415,0.6086189516129032,1553,0.39138104838709675,4.107358870967742,158.29365079365078,108,"[('time', 44), ('length', 28), ('light', 26), ('interval', 25), ('speed', 20), ('bill', 19), ('moving', 17), ('relativity', 16), ('space', 16), ('one', 16)]",56.29
Carbon_dioxide,5958,4144,0.6955354145686472,1814,0.3044645854313528,4.4263175562269215,140.54464285714286,99,"[('carbon', 123), ('dioxide', 109), ('co', 66), ('gas', 32), ('ice', 32), ('dry', 24), ('atmosphere', 18), ('concentrations', 18), ('oxygen', 17), ('atmospheric', 17)]",52.49
Marco_Polo,2631,1670,0.6347396427213987,961,0.3652603572786013,4.275560623337134,148.32967032967034,63,"[('marco', 48), ('polo', 47), ('khan', 17), ('venice', 15), ('china', 14), ('family', 11), ('polos', 11), ('kublai', 10), ('also', 10), ('il', 9)]",55.98
ATLAS_experiment,3962,2472,0.6239273094396769,1490,0.37607269056032305,4.858404846037355,158.62937062937064,54,"[('particles', 58), ('detector', 49), ('atlas', 29), ('energy', 23), ('particle', 21), ('inner', 17), ('large', 16), ('two', 14), ('calorimeter', 14), ('physics', 13)]",39.67
Cape_Canaveral,699,465,0.6652360515021459,234,0.33476394849785407,4.457796852646638,126.51724137931035,24,"[('cape', 24), ('canaveral', 17), ('kennedy', 10), ('name', 10), ('space', 8), ('florida', 4), ('united', 4), ('states', 4), ('centre', 3), ('coast', 3)]",62.27
California_Southern_Railroad,3253,2112,0.6492468490624039,1141,0.35075315093759607,4.546572394712573,192.72826086956522,55,"[('california', 55), ('southern', 49), ('san', 45), ('railroad', 36), ('santa', 26), ('fe', 26), ('diego', 24), ('pacific', 21), ('cajon', 20), ('pass', 20)]",56.18
Barium,1293,979,0.757153905645785,314,0.242846094354215,4.334880123743233,201.86666666666667,41,"[('barium', 38), ('ba', 11), ('used', 10), ('stable', 8), ('sulfate', 8), ('neutrons', 7), ('k', 6), ('barite', 6), ('also', 6), ('atomic', 5)]",47.99
Sauroposeidon,1459,928,0.6360520904729267,531,0.36394790952707334,4.556545579163811,142.82142857142858,42,"[('sauroposeidon', 24), ('neck', 11), ('vertebrae', 10), ('brachiosaurus', 9), ('early', 8), ('cretaceous', 8), ('known', 7), ('meters', 7), ('ft', 6), ('probably', 6)]",53.1
Brighton,2983,1973,0.6614146832048273,1010,0.3385853167951726,4.74656386188401,168.4851485148515,99,"[('brighton', 87), ('hove', 25), ('city', 20), ('also', 14), ('pier', 11), ('including', 10), ('area', 10), ('beach', 10), ('london', 9), ('schools', 8)]",57.81
Douglas_Adams,8579,5538,0.6455297820258772,3041,0.35447021797412287,4.237906515910946,164.83082706766916,135,"[('adams', 147), ('hitchhiker', 53), ('also', 50), ('series', 47), ('guide', 40), ('radio', 39), ('first', 34), ('douglas', 29), ('galaxy', 28), ('one', 26)]",56.49
Northern_Pacific_Railway,4558,3074,0.6744186046511628,1484,0.32558139534883723,4.541246160596753,149.27878787878788,42,"[('northern', 81), ('pacific', 75), ('railroad', 29), ('villard', 29), ('company', 22), ('would', 18), ('washington', 17), ('burlington', 17), ('first', 17), ('chicago', 17)]",60.75
Mind,4335,2718,0.6269896193771626,1617,0.37301038062283737,4.87358708189158,163.16447368421052,47,"[('mind', 58), ('brain', 38), ('thought', 31), ('mental', 30), ('human', 29), ('one', 20), ('neuronal', 20), ('memory', 18), ('view', 16), ('areas', 16)]",38.05
The_Anarchy,1310,834,0.6366412213740458,476,0.36335877862595417,4.342748091603053,155.5909090909091,17,"[('stephen', 23), ('matilda', 16), ('henry', 11), ('england', 10), ('robert', 8), ('anarchy', 6), ('king', 6), ('brother', 5), ('gloucester', 5), ('also', 5)]",57.71
"Baltimore,_Maryland",8587,6119,0.7125887970187492,2468,0.2874112029812507,4.451379993012694,169.69741697416976,206,"[('baltimore', 226), ('city', 110), ('maryland', 43), ('school', 27), ('museum', 24), ('national', 23), ('league', 21), ('population', 20), ('high', 20), ('american', 19)]",51.07
Sanskrit,12435,8971,0.7214314435062325,3464,0.2785685564937676,4.458624849215923,155.8536036036036,263,"[('sanskrit', 178), ('language', 51), ('vowel', 42), ('vedic', 42), ('also', 37), ('classical', 35), ('english', 32), ('person', 30), ('plural', 30), ('singular', 30)]",48.43
Blue_Whale,3585,2318,0.6465829846582984,1267,0.35341701534170156,4.42092050209205,138.3985507246377,61,"[('blue', 83), ('whale', 75), ('whales', 42), ('species', 16), ('population', 16), ('north', 12), ('known', 12), ('recorded', 12), ('pacific', 11), ('two', 11)]",59.94
Santa_Claus,2294,1611,0.7022667829119442,683,0.2977332170880558,4.420662598081953,152.21794871794873,54,"[('santa', 54), ('claus', 36), ('christmas', 26), ('ho', 15), ('nicholas', 10), ('children', 10), ('reindeer', 10), ('saint', 8), ('also', 8), ('father', 7)]",48.43
OpenOffice.org,3320,2267,0.6828313253012048,1053,0.31716867469879517,4.84789156626506,152.8671875,91,"[('version', 31), ('microsoft', 20), ('office', 17), ('suite', 16), ('sun', 15), ('available', 15), ('software', 14), ('java', 14), ('os', 13), ('staroffice', 13)]",49.62
Krazy_Kat,3733,2601,0.6967586391642111,1132,0.3032413608357889,4.497723010983123,159.904,68,"[('krazy', 77), ('kat', 52), ('ignatz', 34), ('strip', 32), ('strips', 29), ('herriman', 28), ('isbn', 23), ('comic', 18), ('mouse', 17), ('officer', 13)]",58.52
Irrigation,3092,1985,0.6419793014230272,1107,0.35802069857697283,4.643272962483829,123.41304347826087,71,"[('irrigation', 84), ('water', 41), ('system', 27), ('systems', 23), ('sprinklers', 16), ('drip', 14), ('sprinkler', 13), ('field', 11), ('also', 10), ('used', 9)]",52.39
